observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
7:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryTissueType_ligament_joint_capsule|sensitivity,supported,sensitivity,descriptive_only,false,S012|7|Row 1|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=7:incidence:overall:injuryTissueType_ligament_joint_capsule_incidence; sourceDataRow=7,S012,
7:incidence:overall:injuryTissueType_muscle_injury_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryTissueType_muscle_injury|sensitivity,supported,sensitivity,descriptive_only,false,S012|7|Row 1|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=7:incidence:overall:injuryTissueType_muscle_injury_incidence; sourceDataRow=7,S012,
7:incidence:overall:injuryTissueType_superficial_contusion_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryTissueType_superficial_contusion|sensitivity,supported,sensitivity,descriptive_only,false,S012|7|Row 1|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=7:incidence:overall:injuryTissueType_superficial_contusion_incidence; sourceDataRow=7,S012,
7:incidence:overall:injuryTissueType_tendinopathy_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryTissueType_tendinopathy|sensitivity,supported,sensitivity,descriptive_only,false,S012|7|Row 1|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=7:incidence:overall:injuryTissueType_tendinopathy_incidence; sourceDataRow=7,S012,
8:incidence:overall:main,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|all_injuries|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:main; sourceDataRow=8,S012,
8:incidence:match:main,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|match|all_injuries|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_component_setting_do_not_pool_with_overall_combined_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:match:main; sourceDataRow=8,S012,
8:incidence:training:main,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|training|all_injuries|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_component_setting_do_not_pool_with_overall_combined_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:training:main; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_ankle_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_ankle|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_ankle_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_foot_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_foot|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_foot_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_head_neck_overall_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_head_neck_overall|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_head_neck_overall_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_hip_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_hip|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_hip_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_knee_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_knee|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_knee_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_lower_leg_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_lower_leg|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_lower_leg_incidence; sourceDataRow=8,S012,
8:incidence:overall:injuryLocation_lower_limb_overall_incidence,select,S012,,Selected as a separately reported named stratum. No parent representation was selected as a duplicate for this target. Retain the shared paper family for later dependence handling.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,incidence|overall|injuryLocation_lower_limb_overall|sensitivity,supported,sensitivity,descriptive_only,false,S012|8|Row 2|5,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,multiple_rows_same_paper_relation_unresolved,injury-analysis-master.csv observation_id=8:incidence:overall:injuryLocation_lower_limb_overall_incidence; sourceDataRow=8,S012,
