observation_id,outcome_scope,raw_outcome_scope,location,type,diagnosis,threshold_route,metric_alignment_status,reason,evidence,paper_id,sourceDataRow,metric,setting,metric_usability,evidence_grade,scope_alignment_status,adjudicated_outcome_scope,pair_review_status,source_title,time_loss_definition,exposure_method_status,reverse_exposure_supported,reverse_exposure_route,reverse_exposure_player_hours,reverse_exposure_evidence,model_eligibility,verified_injury_count,count_alignment_evidence,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,canonical_scope_basis,burden_numerator_hours_available,verified_days_lost,days_alignment_evidence,prefit_gate
7:incidence:match:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",S012,7,incidence,match,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:training:main,all_injuries,all_injuries_scope_review,,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",S012,7,incidence,training,descriptive_only,saved extraction/source context,supported_all_injury_scope,all_injuries,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_ankle_incidence,injuryLocation_ankle,injuryLocation_ankle,ankle,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_ankle_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_ankle,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_foot_incidence,injuryLocation_foot,injuryLocation_foot,foot,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. A source-extracted rate is retained, but no count/hour pair or confidence interval is available for the numerical model route.",analysis master: source CSV: injuryLocation_foot_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_foot,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_head_neck_overall_incidence,injuryLocation_head_neck_overall,injuryLocation_head_neck_overall,head neck overall,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_head_neck_overall_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_head_neck_overall,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_hip_incidence,injuryLocation_hip,injuryLocation_hip,hip,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_hip_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_hip,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_knee_incidence,injuryLocation_knee,injuryLocation_knee,knee,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_knee_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_knee,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_lower_leg_incidence,injuryLocation_lower_leg,injuryLocation_lower_leg,lower leg,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_lower_leg_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_lower_leg,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_lower_limb_overall_incidence,injuryLocation_lower_limb_overall,injuryLocation_lower_limb_overall,lower limb overall,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_lower_limb_overall_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_lower_limb_overall,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_thigh_incidence,injuryLocation_thigh,injuryLocation_thigh,thigh,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_thigh_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_thigh,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_trunk_overall_incidence,injuryLocation_trunk_overall,injuryLocation_trunk_overall,trunk overall,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_trunk_overall_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_trunk_overall,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
7:incidence:overall:injuryLocation_upper_limb_overall_incidence,injuryLocation_upper_limb_overall,injuryLocation_upper_limb_overall,upper limb overall,,,sensitivity,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.",analysis master: source CSV: injuryLocation_upper_limb_overall_incidence,S012,7,incidence,overall,descriptive_only,saved extraction/source context,supported_restricted_scope_from_sole_time_loss_definition,restricted: injuryLocation_upper_limb_overall,not_matching_pair,Larruskain J. and Lekue J.A. and Diaz N. and Odriozola A. and Gil S.M.     AO  - Larruskain J. et al. - 2018 - A comparison of injuries in elite male and female football players A five-season prospective study.pdf,time-loss,not_individually_adjudicated,false,not_assessed,,,false,,,,,,,,,,,
